iter	F1	Logloss
92	0.9653919297	0.1126184279
93	0.968825834	0.1112896695
94	0.968825834	0.1107624877
95	0.9688620058	0.1099762941
96	0.9690429054	0.109413949
97	0.9692600741	0.1083434027
98	0.9695860098	0.1069414265
99	0.9696584697	0.1064886504
100	0.9699846733	0.1053909466
101	0.9699484176	0.1046958517
102	0.9701297232	0.1040124664
103	0.9702748165	0.1031206804
104	0.9703836649	0.102394534
105	0.9704199531	0.1016603856
106	0.9705651332	0.1008755787
107	0.9707103567	0.09975236659
108	0.9709282735	0.09877334884
109	0.9712553323	0.0981351646
110	0.9715826114	0.09733650893
111	0.9716917534	0.09665080862
112	0.9717645284	0.09625480237
113	0.9718373143	0.09590819227
114	0.97180092	0.09563482488
115	0.9720921509	0.09471820028
116	0.9724199943	0.09430186729
117	0.9723835564	0.09383535043
118	0.9724199943	0.09356310559
119	0.9726022251	0.09315763392
120	0.9727845242	0.09250441628
121	0.9728939365	0.09178615577
122	0.9731493276	0.09085732778
123	0.9732588219	0.09016960693
124	0.9735144046	0.08936685128
125	0.9736970459	0.08848999386
126	0.9738797557	0.08798768315
127	0.9739528588	0.08754769592
128	0.9739528588	0.08718501327
129	0.9745014822	0.08624307035
130	0.9745380791	0.08582638234
131	0.9745746787	0.08550015552
132	0.9746112811	0.08505557201
133	0.9745746787	0.08467757205
134	0.9745746787	0.08432777886
135	0.9748309531	0.08379744676
136	0.9748675747	0.0835449295
137	0.9751240031	0.08281439388
138	0.9753439063	0.08237572154
139	0.9756372649	0.08162228955
140	0.9756005854	0.08119599063
141	0.9759308	0.08042074446
142	0.9761877882	0.07996952788
143	0.9762245118	0.07944082454
144	0.9762245118	0.07891779641
145	0.9764449117	0.07842889658
146	0.9765184004	0.0780688973
147	0.9765184004	0.0780498756
148	0.9770331315	0.07709676657
149	0.9770699188	0.07678098948
150	0.9772538967	0.07608327767
151	0.9774747617	0.07552745447
152	0.9775115823	0.07505563484
153	0.9776220605	0.07452507935
154	0.9776957266	0.07411885045
155	0.9779536452	0.07370113082
156	0.9779905018	0.0733998044
157	0.9781379561	0.07290369969
158	0.9782854548	0.07255404568
159	0.9783592209	0.07238886222
160	0.9787651332	0.07154818277
161	0.9786913059	0.071251846
162	0.978875895	0.07080917102
163	0.9789866819	0.07062409276
164	0.9792083309	0.07014468854
165	0.9792452821	0.06993786589
166	0.9791713824	0.0697484759
167	0.9793931151	0.06924012886
168	0.9794670483	0.06889953855
169	0.9794670483	0.06882806768
170	0.9794670483	0.06844526321
171	0.9795409926	0.06823077601
172	0.979577969	0.06813249194
173	0.9798368818	0.06736565516
174	0.9798738805	0.0671725617
175	0.979910882	0.06696919556
176	0.979910882	0.06671411772
177	0.9800959315	0.06646808176
178	0.9802810508	0.06610385347
179	0.9803551182	0.06585709699
180	0.9805403355	0.0653964875
181	0.9805032864	0.0649887953
182	0.9805032864	0.06457827167
183	0.9806514994	0.06439897727
184	0.9806885597	0.0642270158
185	0.9807626886	0.0639735092
186	0.9808368287	0.06377917561
187	0.9810222281	0.06334490138
188	0.9812076976	0.06296660087
189	0.9812447999	0.06276099851
190	0.981319013	0.06237426104
191	0.981319013	0.06204615588
192	0.9816531106	0.06144376051
193	0.9817645271	0.06112675347
194	0.9819131217	0.06071325148
195	0.9819502773	0.06046188004
196	0.9821360979	0.06033222935
197	0.9820989282	0.05998524081
198	0.9821732705	0.05982902241
199	0.982247624	0.05953521781
200	0.9823219889	0.05926311117
201	0.9823219889	0.058989038
202	0.9825451509	0.05855006864
203	0.9826195608	0.05829453156
204	0.9826939819	0.05810768801
205	0.9828056348	0.0579689736
206	0.9829917793	0.05755176185
207	0.9830662568	0.05709733761
208	0.9831034998	0.05688917307
209	0.9831034998	0.05669191165
210	0.9833270171	0.0563071374
211	0.9834015454	0.05610501851
212	0.9836624837	0.05585302639
213	0.9838862552	0.05541473379
214	0.9838116534	0.05517270542
215	0.9841474508	0.05469068868
216	0.9842594342	0.05446415419
217	0.9842967676	0.05420032096
218	0.9843714431	0.05407319509
219	0.9845208279	0.05383538623
220	0.9844834775	0.05364101718
221	0.9846702581	0.05344775011
222	0.9849692546	0.05295520086
223	0.9851562197	0.05268886913
224	0.9851562197	0.05251674515
225	0.9851936212	0.05225651646
226	0.9854555115	0.05198760038
227	0.9856052256	0.05168039411
228	0.9856800997	0.05147258934
229	0.9857924321	0.05105632487
230	0.9859047902	0.05084121095
231	0.9859047902	0.05071909945
232	0.9860171739	0.05055179606
233	0.9859797099	0.0503727808
234	0.9859797099	0.05036264416
235	0.9860921107	0.05026527174
236	0.9860546409	0.05010409598
237	0.9861670588	0.04979562609
238	0.9862795023	0.04960840433
239	0.9863169891	0.04926803396
240	0.9863544789	0.04910776638
241	0.9864669651	0.04879422387
242	0.986579477	0.04859922279
243	0.986767054	0.04843643543
244	0.9868421047	0.04817217253
245	0.9869547022	0.04795009872
246	0.9870297815	0.04772584345
247	0.9871048722	0.04761346596
248	0.9871799743	0.04738571715
249	0.9871799743	0.04719584039
250	0.987292649	0.04690606914
251	0.9873302129	0.0466082392
252	0.9874053493	0.04639880004
253	0.9874053493	0.04611540856
254	0.9874053493	0.04596609851
255	0.9876684169	0.04558896264
256	0.9876684169	0.04530825354
257	0.9877812031	0.04509207597
258	0.9877436048	0.04501080441
259	0.9877812031	0.04500413243
260	0.9877812031	0.04486219341
261	0.9879692373	0.04457496563
262	0.9881573431	0.04427725505
263	0.9883078793	0.04418271194
264	0.9883455205	0.04395538017
265	0.9884961141	0.04375017042
266	0.9884961141	0.04369566848
267	0.9886090894	0.04347431126
268	0.9886844206	0.04311120599
269	0.9888351174	0.04290741238
270	0.9888351174	0.04275843817
271	0.9890235531	0.04231638067
272	0.989136649	0.04219931727
273	0.9891743534	0.04201801537
274	0.989136649	0.04188557962
275	0.9891743534	0.04183654041
276	0.9892120607	0.04167328008
277	0.9893629184	0.04142668886
278	0.9893251997	0.0411841057
279	0.9894006401	0.04094240503
280	0.9893629184	0.04082285044
281	0.9894383646	0.04073249846
282	0.9894383646	0.04059986359
283	0.9894383646	0.04057709796
284	0.9894383646	0.04035253965
285	0.9895515554	0.04014141484
286	0.9896647721	0.03997946952
287	0.9897025167	0.03981812443
288	0.9897402642	0.03959363283
289	0.9897780147	0.03946113344
290	0.9898535241	0.03911580596
291	0.9899668099	0.03881871411
292	0.9899668099	0.03873605604
293	0.9900045776	0.03853789402
294	0.9900423482	0.03843621764
295	0.9900423482	0.0383046422
296	0.9900801217	0.03798052056
297	0.9901556772	0.03789919239
298	0.9902690322	0.03768296544
299	0.990306823	0.03749271744
300	0.9904202126	0.03728797521
301	0.9904580149	0.0370972478
302	0.99049582	0.03689177993
303	0.9906092529	0.03672155719
304	0.9906848893	0.03644254751
305	0.9907605372	0.03628028204
306	0.9909118676	0.0361571826
307	0.9909118676	0.03594207513
308	0.9909875502	0.03582692718
309	0.9911010957	0.03565475616
310	0.9910632443	0.03551571481
311	0.9911768072	0.03534943754
312	0.9914797689	0.03504503797
313	0.9915555382	0.0348810718
314	0.9915934272	0.03480937117
315	0.9915555382	0.03466731815
316	0.9915934272	0.03440142206
317	0.9916313191	0.03429464274
318	0.9916692139	0.03416656023
319	0.9916313191	0.0339946003
320	0.9917450123	0.03385174559
321	0.9917450123	0.03371445267
322	0.9917829157	0.03356199088
323	0.9918966436	0.03331936949
324	0.9919345587	0.03322619418
325	0.9919724767	0.03301746712
326	0.9920862481	0.03286945933
327	0.9920862481	0.03264402296
328	0.9921241777	0.03254305616
329	0.9923138691	0.03227874238
330	0.9923518161	0.03217885666
331	0.992389766	0.03204870779
332	0.9925036331	0.03187255404
333	0.9926554966	0.03167548977
334	0.9926554966	0.03162624791
335	0.9927314457	0.03141292834
336	0.9927314457	0.03129820158
337	0.9927314457	0.03121874498
338	0.9927694247	0.03095196917
339	0.9927694247	0.03081456266
340	0.9927314457	0.03078226793
341	0.9927694247	0.03074931513
342	0.9928453913	0.03059689971
343	0.9928833789	0.03051125486
344	0.9929213695	0.03049118418
345	0.9930353586	0.03026106718
346	0.9929973594	0.03015760064
347	0.9930733608	0.0300589958
348	0.9930733608	0.02994631721
349	0.9931113659	0.02987061646
350	0.9931113659	0.0298621986
351	0.9930733608	0.02981981957
352	0.9931113659	0.02979828148
353	0.9931873849	0.02969457706
354	0.9931873849	0.02963348216
355	0.9931873849	0.02941565432
356	0.9931873849	0.02927268732
357	0.9932253987	0.02911757599
358	0.9933014351	0.02888753529
359	0.9933774832	0.02882407289
360	0.9933774832	0.02878901911
361	0.9934155115	0.02868948179
362	0.9934915771	0.0285235297
363	0.9934915771	0.02852352372
364	0.9934915771	0.02852351178
365	0.9935296142	0.02841893605
366	0.9935296142	0.02839790428
367	0.9935296142	0.0283155256
368	0.9936056972	0.02813215874
369	0.993643743	0.02800066031
370	0.9936817918	0.02787012724
371	0.9937198435	0.02760642544
372	0.9937959556	0.02729748324
373	0.9937578981	0.0271575912
374	0.993834016	0.02698148707
375	0.9938720794	0.0269039137
376	0.994024362	0.02681101471
377	0.9941766912	0.02670674947
378	0.9941386045	0.02656628461
379	0.9942147808	0.02641274885
380	0.9942147808	0.02632880106
381	0.9942147808	0.02615601686
382	0.9942909688	0.02608350267
383	0.9942528733	0.02593229212
384	0.9942528733	0.025826353
385	0.9942909688	0.02574788844
386	0.9943290671	0.02564877307
387	0.9943671684	0.0255891234
388	0.9943671684	0.02558594505
389	0.9944433797	0.02551752631
390	0.9944433797	0.02551502736
391	0.9945196027	0.02526915698
392	0.9945577186	0.02515845134
393	0.9945577186	0.02515534121
394	0.9945196027	0.02509264356
395	0.9945196027	0.02508925018
396	0.9945577186	0.02494207751
397	0.9945958374	0.02492705524
398	0.9946339591	0.0248649307
399	0.9946339591	0.0248097943
400	0.9946339591	0.02465142093
401	0.9945958374	0.02437665737
402	0.9945958374	0.02437431228
403	0.9945958374	0.02433705312
404	0.9946720838	0.02418603366
405	0.9947483419	0.02402856347
406	0.9947864753	0.02390422107
407	0.9947864753	0.02390180638
408	0.9947864753	0.02389978721
409	0.9948627509	0.02384274456
410	0.9948627509	0.02384049172
411	0.9949390382	0.02376001107
412	0.9949771862	0.02367511343
413	0.9948627509	0.02350431117
414	0.9949390382	0.0233675192
415	0.9949390382	0.02336643187
416	0.9949771862	0.02330949389
417	0.9950153372	0.02324158953
418	0.9950153372	0.02319095732
419	0.9950153372	0.0230750434
420	0.9950153372	0.0230750434
421	0.9950153372	0.02306953392
422	0.9950534911	0.0230041526
423	0.9950534911	0.02299268306
424	0.9950534911	0.02291473776
425	0.9950916479	0.02287194801
426	0.9950916479	0.02287074588
427	0.9950534911	0.02278651528
428	0.9950916479	0.02273564799
429	0.9950534911	0.0226182646
430	0.9950534911	0.02254588716
431	0.9950916479	0.02247886815
432	0.9951298077	0.022324725
433	0.9951679703	0.0221620482
434	0.9951298077	0.02211273426
435	0.9951679703	0.02204305735
436	0.9951679703	0.02204305166
437	0.9952443045	0.02191117636
438	0.9952443045	0.02176029835
439	0.9952443045	0.02167109933
440	0.9952443045	0.02167109539
441	0.9952443045	0.02167108062
442	0.9952824759	0.02162230468
443	0.9953206503	0.02160138187
444	0.9952824759	0.0215206933
445	0.9952824759	0.02152069239
446	0.9952824759	0.02152068477
447	0.9952443045	0.02149144837
448	0.9952443045	0.02149141223
449	0.9953206503	0.02138135687
450	0.9953206503	0.02130146037
451	0.9953206503	0.02123538496
452	0.9953588276	0.02116857193
453	0.9953206503	0.02112675491
454	0.9953588276	0.02106118848
455	0.9953588276	0.02102769143
456	0.9953970079	0.02100587838
457	0.995435191	0.02094742592
458	0.995435191	0.02086524389
459	0.995435191	0.02086524242
460	0.9954733771	0.0207560079
461	0.9954733771	0.0207560079
462	0.9955497581	0.02056364346
463	0.9955115662	0.02041493504
464	0.9955115662	0.02041493434
465	0.9955497581	0.0203554036
466	0.9955497581	0.02032286456
467	0.9955497581	0.02031845896
468	0.9955497581	0.02028352048
469	0.995587953	0.02019845662
470	0.995587953	0.02006496146
471	0.995587953	0.0199396345
472	0.995587953	0.01993963384
473	0.9956261508	0.01990224436
474	0.9956261508	0.01985686791
475	0.9956261508	0.01985686756
476	0.9956261508	0.01976855352
477	0.9956261508	0.01976855211
478	0.9956261508	0.01968038921
479	0.9956261508	0.01968038305
480	0.9956261508	0.01968037076
481	0.9956261508	0.01967267348
482	0.9956261508	0.01961610939
483	0.9956261508	0.01961610768
484	0.9956261508	0.01957229972
485	0.9956643516	0.01954009695
486	0.9956643516	0.01954008392
487	0.9956643516	0.01951973016
488	0.9957025553	0.01945633596
489	0.9957025553	0.01933564425
490	0.9957025553	0.01927324834
491	0.9957025553	0.01927324688
492	0.9957407619	0.01913050513
493	0.9957789714	0.01908173389
494	0.9957789714	0.01902877118
495	0.9957789714	0.01895944926
496	0.9957789714	0.01888357519
497	0.9957789714	0.01888356925
498	0.9957789714	0.01888356925
499	0.9958936177	0.01881177767
500	0.9959700632	0.01872459324
501	0.9959318389	0.01859831918
502	0.9959700632	0.01854578743
503	0.9961229894	0.01844878581
504	0.9961612282	0.01843981525
505	0.9961612282	0.01838747579
506	0.9961994701	0.01834594783
507	0.9962759625	0.01831575489
508	0.9962759625	0.01824558846
509	0.9962759625	0.01819804222
510	0.9962759625	0.01818590485
511	0.9962759625	0.01817457456
512	0.9963142132	0.018100636
513	0.9963142132	0.01801901735
514	0.9963142132	0.0180190116
515	0.9963142132	0.0180190087
516	0.9963142132	0.01800393715
517	0.9963142132	0.01800393142
518	0.9963142132	0.01790239037
519	0.9963142132	0.01788599051
520	0.9963524667	0.0178181021
521	0.9963524667	0.01774485187
522	0.9963524667	0.01774485123
523	0.9963524667	0.01774484613
524	0.9963524667	0.01774484438
525	0.9963524667	0.01770345
526	0.9963907232	0.01764242213
527	0.9964289827	0.01759798615
528	0.9964289827	0.01751554794
529	0.9964289827	0.01751550195
530	0.9964289827	0.01747614069
531	0.9964672451	0.01740041229
532	0.9964672451	0.01740040935
533	0.9964672451	0.01739514315
534	0.9964672451	0.01739512227
535	0.9964672451	0.01731277401
536	0.9964672451	0.01729374608
537	0.9964672451	0.01723440828
538	0.9964672451	0.01720260417
539	0.9964672451	0.01720258216
540	0.9964289827	0.01712644556
541	0.9964289827	0.01711094534
542	0.9964672451	0.01699971934
543	0.9964289827	0.01696358594
544	0.9964289827	0.01689930735
545	0.9964289827	0.01687774096
546	0.9964289827	0.01675928986
547	0.9965055104	0.01673892665
548	0.9965055104	0.01673892593
549	0.9964672451	0.01671450475
550	0.9964672451	0.01671449966
551	0.9964672451	0.01671449712
552	0.9964672451	0.01671448691
553	0.9965055104	0.01664099117
554	0.9965055104	0.01660854123
555	0.9965437786	0.01656939762
556	0.9965437786	0.0165502052
557	0.9965437786	0.01655020486
558	0.9965437786	0.01655020415
559	0.9965437786	0.0165316279
560	0.9965820499	0.01647378615
561	0.996620324	0.01642716971
562	0.996620324	0.01633587433
563	0.9966586011	0.01630622509
564	0.9966586011	0.01628166
565	0.9966586011	0.01628165572
566	0.9966586011	0.0162816551
567	0.9966586011	0.01615855759
568	0.99677345	0.01610625053
569	0.9968117388	0.01607242666
570	0.9968117388	0.01607242431
571	0.9968500306	0.01600058373
572	0.9968500306	0.01595364438
573	0.9968500306	0.01588850886
574	0.9968500306	0.01586327494
575	0.9968500306	0.01586327066
576	0.996926623	0.01578103497
577	0.996926623	0.01568725631
578	0.9968883253	0.01564662882
579	0.9969649236	0.01560861163
580	0.9969649236	0.01551171305
581	0.9970415337	0.01548210986
582	0.9970798431	0.01543458723
583	0.9970798431	0.0153659858
584	0.9971564708	0.01530066443
585	0.9971564708	0.01530058532
586	0.9971564708	0.01523556233
587	0.9971564708	0.01521472158
588	0.9971947891	0.01516155737
589	0.9971947891	0.01514935745
590	0.9972331103	0.01507699041
591	0.9972331103	0.01502531052
592	0.9972331103	0.01502129737
593	0.9972331103	0.01498187784
594	0.9971947891	0.0148958399
595	0.9971947891	0.01489583616
596	0.9971947891	0.01484144713
597	0.9971947891	0.01478621943
598	0.9972331103	0.01475271255
599	0.9971947891	0.01470785031
600	0.9971947891	0.01468364742
601	0.9971947891	0.01463658912
602	0.9972331103	0.01462020142
603	0.9972331103	0.01452414364
604	0.9972331103	0.01452413669
605	0.9972714345	0.01442417446
606	0.9974247606	0.01437083393
607	0.9974247606	0.01435990242
608	0.9974247606	0.0143599015
609	0.9974247606	0.0143599006
610	0.9975014414	0.01434559319
611	0.9975014414	0.01434558946
612	0.9975014414	0.01434558764
613	0.9975014414	0.01430963972
614	0.9975397862	0.01427756617
615	0.9975014414	0.01426030097
616	0.9975014414	0.01426029988
617	0.9975014414	0.01426029988
618	0.9975397862	0.01424528032
619	0.9975781339	0.01416596292
620	0.9975781339	0.01416595945
621	0.9976164846	0.01413152079
622	0.9976164846	0.01413151373
623	0.9976164846	0.01413151328
624	0.9975781339	0.01409086887
625	0.9975781339	0.01405708837
626	0.9975781339	0.01400349525
627	0.9975781339	0.01400349316
628	0.9975781339	0.0140034896
629	0.9975781339	0.01399222422
630	0.9975781339	0.01395570937
631	0.9975781339	0.01394508874
632	0.9975781339	0.01394508787
633	0.9975781339	0.01390938422
634	0.9975781339	0.01390938082
635	0.9975781339	0.01388752224
636	0.9975781339	0.01388752182
637	0.9975781339	0.01387431848
638	0.9976164846	0.01381560869
639	0.9976164846	0.01380608392
640	0.9976164846	0.01376344377
641	0.9976548382	0.01374623346
642	0.9976164846	0.01372563137
643	0.9976164846	0.01372562983
644	0.9976164846	0.01371305523
645	0.9976164846	0.01370159201
646	0.9976164846	0.0136934252
647	0.9976164846	0.01368283841
648	0.9976164846	0.01362957515
649	0.9976164846	0.01356887797
650	0.9976164846	0.01355536848
651	0.9976164846	0.01354280343
652	0.9976164846	0.01353336504
653	0.9976164846	0.01348459522
654	0.9976548382	0.01344389123
655	0.9976548382	0.0134340121
656	0.9976548382	0.0134340091
657	0.9976548382	0.01341840312
658	0.9976548382	0.01341378315
659	0.9976548382	0.01340491469
660	0.9976548382	0.01338368837
661	0.9976548382	0.01338368819
662	0.9976548382	0.01329744819
663	0.9976548382	0.01326316777
664	0.9976931948	0.01321432133
665	0.9976931948	0.01318604749
666	0.9976931948	0.01314005554
667	0.9976931948	0.01309853484
668	0.9977315544	0.01306564309
669	0.9977315544	0.01305100393
670	0.9977315544	0.01304387019
671	0.9977699169	0.01303496131
672	0.9977699169	0.0129896783
673	0.9977699169	0.01298112835
674	0.9977699169	0.01296320456
675	0.9977315544	0.01294643258
676	0.9977315544	0.01292852843
677	0.9977315544	0.01292852444
678	0.9977699169	0.01289924657
679	0.9978082823	0.01286825855
680	0.9978466507	0.01283683673
681	0.9978082823	0.01280023023
682	0.9978082823	0.01279410562
683	0.9978466507	0.01277714714
684	0.9978466507	0.01272027631
685	0.997885022	0.01267990565
686	0.997885022	0.01263506786
687	0.997885022	0.01259331406
688	0.997885022	0.0125311997
689	0.997885022	0.01253118515
690	0.997885022	0.01251811518
691	0.997885022	0.01247321489
692	0.997885022	0.01243947156
693	0.997885022	0.01243079146
694	0.997885022	0.01243078842
695	0.997885022	0.01242603314
696	0.997885022	0.01239600302
697	0.9979233963	0.01235307817
698	0.9979233963	0.01228611737
699	0.9979233963	0.01227837551
700	0.9979233963	0.01227837403
701	0.9979233963	0.01226441612
702	0.9979233963	0.01224429852
703	0.9979233963	0.01221126749
704	0.9979617736	0.01220024343
705	0.9979617736	0.01220024275
706	0.9980001537	0.01216153085
707	0.9980001537	0.01214585579
708	0.9980001537	0.01214585474
709	0.9980385369	0.01211469709
710	0.9980385369	0.01209279667
711	0.9980385369	0.01208469582
712	0.9980385369	0.01203868494
713	0.9980385369	0.01201946193
714	0.9980001537	0.01197805031
715	0.9980001537	0.01195571699
716	0.9980001537	0.01195570426
717	0.9980001537	0.01195570334
718	0.9980001537	0.01195570241
719	0.9980001537	0.01192792881
720	0.9980385369	0.01188249529
721	0.9980385369	0.01183387531
722	0.9980385369	0.01182665732
723	0.9980385369	0.01181980935
724	0.9980385369	0.01178116759
725	0.9980385369	0.01177069696
726	0.9980385369	0.01177069681
727	0.9980385369	0.01176533401
728	0.998076923	0.01176026139
729	0.998076923	0.01176026008
730	0.998076923	0.01171996766
731	0.998076923	0.01171996149
732	0.998076923	0.01171996132
733	0.998076923	0.01171410419
734	0.998076923	0.01167529672
735	0.998115312	0.01165946702
736	0.998115312	0.01163272679
737	0.998115312	0.0115797953
738	0.998115312	0.01156872671
739	0.998115312	0.01156872671
740	0.998115312	0.01154158409
741	0.998115312	0.0115121462
742	0.998115312	0.01151214377
743	0.998115312	0.01150437854
744	0.998115312	0.01149007621
745	0.998115312	0.01149007606
746	0.998115312	0.01147328096
747	0.998115312	0.01147327489
748	0.998115312	0.01143055239
749	0.998115312	0.01139109328
750	0.998115312	0.011358166
751	0.998115312	0.01129837698
752	0.998115312	0.01125704522
753	0.998115312	0.01125704522
754	0.998115312	0.01123402238
755	0.998115312	0.01121144025
756	0.998192099	0.01117598866
757	0.998192099	0.01117598651
758	0.998192099	0.01114549525
759	0.998192099	0.01114549525
760	0.998192099	0.01112019506
761	0.9982304969	0.01107742163
762	0.9982304969	0.01107742163
763	0.998192099	0.01104264087
764	0.9982304969	0.01102234136
765	0.9982304969	0.0110223402
766	0.9982304969	0.01102233902
767	0.9982304969	0.01099469232
768	0.9982304969	0.01099469202
769	0.9982304969	0.01098478951
770	0.998192099	0.01096108931
771	0.998192099	0.01096108931
772	0.998192099	0.01094788793
773	0.998192099	0.01094788673
774	0.998192099	0.01093090559
775	0.9982688978	0.01091065884
776	0.9983457084	0.01086198723
777	0.9983073016	0.01080804067
778	0.9983073016	0.01079551909
779	0.9982688978	0.01077414348
780	0.9982688978	0.01077414047
781	0.9983073016	0.01074842978
782	0.9983073016	0.01074842765
783	0.9983841181	0.01070824675
784	0.998499365	0.01067516128
785	0.998499365	0.01067516096
786	0.998499365	0.01067515971
787	0.9984609465	0.01063065593
788	0.9984609465	0.01058517044
789	0.9984609465	0.01056357207
790	0.9984225308	0.01051359415
791	0.9984609465	0.01049432505
792	0.9984609465	0.01049432337
793	0.998499365	0.01047153269
794	0.998499365	0.01047153142
795	0.9985762111	0.01038095119
796	0.9986146386	0.01036329479
797	0.9986146386	0.01035340629
798	0.9985762111	0.01032280476
799	0.998653069	0.01028276101
800	0.998653069	0.01027102087
801	0.998653069	0.01026312211
802	0.9986915024	0.01024262363
803	0.9986915024	0.01023180055
804	0.9986915024	0.01023180035
805	0.9986915024	0.01020625197
806	0.9986915024	0.0102062517
807	0.9986915024	0.01020149339
808	0.9988068203	0.01017743529
809	0.9988068203	0.01017743478
810	0.9988068203	0.01013123696
811	0.9988068203	0.01009419253
812	0.9988068203	0.01007110872
813	0.9988068203	0.01007110818
814	0.9988452655	0.01003157163
815	0.9988452655	0.01003157056
816	0.9988452655	0.01003157001
817	0.9988452655	0.01003156946
818	0.9988452655	0.01000375741
819	0.9988452655	0.009994784149
820	0.9988452655	0.009960097522
821	0.9988452655	0.009960096408
822	0.9988837137	0.009946511735
823	0.9988837137	0.009914577238
824	0.9988837137	0.009892311596
825	0.9988837137	0.009892310937
826	0.998960619	0.009856295411
827	0.998960619	0.009841848885
828	0.9989221649	0.009835998387
829	0.9989221649	0.009817008968
830	0.998960619	0.009797519585
831	0.998960619	0.009790726256
832	0.998960619	0.009790725187
833	0.9989221649	0.009780458115
834	0.9989221649	0.009780457609
835	0.998960619	0.009761862076
836	0.998960619	0.009747047954
837	0.998960619	0.009747046903
838	0.998960619	0.009732089433
839	0.998960619	0.009714163127
840	0.998960619	0.009697291453
841	0.998999076	0.009669781455
842	0.998999076	0.009664698226
843	0.998999076	0.009664696964
844	0.998999076	0.009664696443
845	0.998999076	0.009638393281
846	0.998999076	0.009638392224
847	0.999037536	0.009610229721
848	0.999037536	0.009565895794
849	0.999037536	0.009561647113
850	0.999075999	0.009521772945
851	0.999075999	0.009513812688
852	0.999075999	0.009513808797
853	0.999075999	0.009502039507
854	0.999075999	0.009481181153
855	0.999114465	0.009448915749
856	0.999075999	0.009430758287
857	0.999114465	0.009416037719
858	0.999114465	0.009405980038
859	0.999114465	0.009405978212
860	0.999114465	0.009388513143
861	0.999114465	0.009360444543
862	0.999114465	0.009354774638
863	0.999114465	0.009340067657
864	0.999114465	0.009340066078
865	0.999114465	0.00933514713
866	0.999114465	0.009294167853
867	0.999114465	0.009273113696
868	0.999114465	0.009273112369
869	0.999114465	0.009273111043
870	0.999114465	0.009255459845
871	0.999114465	0.009255455858
872	0.999114465	0.009229593271
873	0.999114465	0.00920188984
874	0.9991914058	0.009155283515
875	0.9992298806	0.009148566103
876	0.9992298806	0.009148565863
877	0.9992298806	0.009148563945
878	0.9992298806	0.009148560116
879	0.9992298806	0.009138441086
880	0.9992298806	0.009125001003
881	0.9992298806	0.009108128431
882	0.9992298806	0.009098774378
